,User Name,Followers,Tweet,Polarity
5684,CLASP,12814,as covid 19 continues to spread through carceral settings congress must protect the health and safety of incarcera,0
5530,Montefiore Health System,12813,today at 3 est don t miss a discussion of healthdisparities and covid19 in the bronx featuring the not62 commit,0
868,Halton Council,12812,covid19 scammers offer nationalinsurance refund scamwarners widnes runcorn halton,0
879,The Statesman,12810,himadas dedicates upgraded gold medal to covid 19 warriors covid19,0
2799,Patricia Gibson MP,12806,i presented a petition condemning govuk s decision to merge dfid uk with foreignoffice which will diminish,0
8714,Teena Thacker,12801,over 200 epidemiologists historians public health professionals activists citizens have urged the indian govern,0
5477,Advisory Board,12765,as some states face covid19 surges hospitals will need all the beds they can get back in the spring,0
200,Ginger Gorman 🌈,12713,don t wear a mask with a valve during covid19,0
8108,BCBSIL,12711,covid19 is a respiratory disease so those with moderate to severe asthma are at increased risk if they get the v,0
1733,Spire FM,12691,covid 19 salisbury s biggest private gym parkwood sals re opens as covid19 restrictions ease further after the,0
1562,Dave Hogg,12690,michigan covid19 testing data for 24 july 2020 26 898 tests at 3 5 positive seven day average 27 088 tests at,0.038636364
7712,University of Iowa Health Care 😷,12609,follow the three ws wear a face mask or shield watch your distance wash your hands or use hand sanitizer,0
3955,Raising Malawi,12592,over the last few months our school has implemented the necessary measures to help curb the spread of covid19,-0.066666667
6391,Pierre Ferrari,12573,heifer usa s ranch manager amp land steward donna kilpatrick wrote a financialtimes article about what a global far,0.05
5608,Welsh Conservatives,12549,have your say take our covid19 recovery survey,0
7210,"Naoto T Ueno, MD, PhD",12539,a picture of the damaged lung by covid19 covid 19 the patient who is in the 20s underwent a double lung transplan,0
5926,Matt Finkes,12527,it s here ohio covid19 wheretheemergency,0
2249,Dr. Lipi #TrustDrFauci Roy,12485,always honored to speak w nicolledwallace about critical covid19 health issues in the midst of infections,0
4299,Crash Gladys,12466,never f with mama nature what a wild waste of us money imagine how this expenditure could instead be going int,-0.05
1725,Kathleen Bade,12438,this time last week sandiego county reported a total of 22 489 cases of covid19 tonight it stands at 26 098 tha,0
6614,Sutter Health,12414,dr vanessa walker medical director of the sutter valley area eicu shares in sacbee news why young adults should,0.05
7659,Sheril Kirshenbaum,12394,thinking about vaccine communication re covid19 vaccine efficacy will not be 100 we need to explain that the v,0
6322,Deputy Prime Minister of Canada,12348,you can download the covid alert app here covid19,0
3222,Wendy Brandes,12299,thread on covid19,0
3795,HKU Medicine,12266,live global health ledership in the age of covid19 prof vivian lin hkumed and dr takeshi kasai whowpro are j,0.068181818
1939,UNDP Philippines,12240,covid19 is reversing humandevelopment for the 1st time in 30 years since the concept was introduced by hdrundp,0
6340,Kirklees College,12222,we haven t beaten the virus yet we re joining kirkleescouncil and other public organisations in an unpreceden,-0.0625
3544,K.Ganesh,12213,as we head into co existing with covid we need to protect our family not leave it to very stretched healthcare in,-0.065
1345,Mark Pavelich,12192,chiefs starting rg laurentdtardif is the first nfl player to opt out of his contract due to covid 19 duvernay,0.041666667
953,Pouya Alimagham پويا عالي مقام,12170,plain clothed militiamen are roaming the streets attacking amp abducting citizens practicing their right to assembly,0.035714286
4873,Manny Alicandro,12166,election day is going to be cancelled because of covid19 only mail in ballots trust me,0
8120,Li Xiaosi,12131,thecyrusjanssen my mom is 85 amp lives in wuhan millions of people there incl her were in quarantine for 76 days n,0
2214,Dr. Ali Khan,12123,hard to miss the line that robots don t get covid19 in this story highlight that the star of a new 70 million sci,-0.077651515
8360,NICVA,12117,could your small charity benefit from free hr support we ve partnered with cipd to offer hr mentoring support t,0.075
2421,Delia Ferreira,12040,in emergencies like covid19 corruption risks increase so transparency and controls shall also be strengthened it,0
3512,SAP High Tech,12040,in this episode of the industryinsightsbysap podcast josephine monberg interviews keith baranowski and jeff howel,0
6781,VOA Public Relations,12031,a resurgence of covid19 cases in asia forces the region to reconsider the future of international travel voa s w,0
8030,BHU Official,11990,prof d p singh chairman ugc india writes on institutional response to challenges faced by highereducation du,0
4145,UNDP Cambodia,11964,7 out of 10 workers in developing countries depend on the informal sector temporarybasicincome can protect lives,0
7312,Marie Coronel,11895,with mlb struggling to contain covid 19 outbreaks in the united states how germany s bundesliga completed it,0
6709,PA Emergency Management Agency,11871,pema and pahealthdept are urging pa ians to have an emergency plan if a hurricane or tropical storm is forecast to,0
3331,Marvin L. James II,11858,crazy how this makes us over analyze symptoms to be extremely safe soon as i get a headache i start question all,-0.05
1897,Lacy Clay MO1st,11837,extendui pass the heroesact now doyourjobmitch schedule a vote and help the millions of americans who need help,0
9203,North West Health,11832,covid19 statistics in south africa,0
7010,K-State Collegian,11813,cat panelists discuss possible covid 19 impact on campus life athletics covid19 kstate,0
6236,Deloitte Strategy,11790,covid19 has amplified the complexity and risk of global supply chains our supplychain control tower solution can,0
2204,Mary Gauthier,11707,caresact was a lifeline for the music community but congress must fix disparities in the next covid19 relief bil,0
5396,Theirworld,11682,covid19 project updates we ve started funding 9 new projects in response to the global pandemic for one we ve,0.068181818
3359,Doodle,11681,hiring in a pandemic is tough that s for sure cc financialtimes recruitment hiring hr covid19 remotework,0.055555556
148,Stephen J. Ubl,11634,an eo to implement price controls from socialized health systems is a reckless distraction when our focus needs to,0
884,India.com,11619,breaking her piggy bank grade 8 dps sharjah student and a businessman help repatriate stranded indians amid the,0
7114,Oxfam Ireland,11601,people go to sleep hungry on a planet that produces enough food for everyone the hungervirus reveals how millio,0
8235,Rick Anderson,11576,australia s 2nd largest state victoria declares state of disaster and imposes strict lockdown measures as,0
6352,City of Monterey,11562,we ve reached 25k subscribers on facebook thank you connect with us at for news and info,0
6608,Hamilton EcDev,11555,face coverings or masks are now required in enclosed public spaces in hamont with some exceptions business owner,0
8499,Dan Morrissey,11483,i don t have covid19 safetoexplore madeirasafe,0
6125,Adrian Hilton,11466,house of cornies but i agree no genuine conservative can possibly support the house of lords as it is currently,-0.066666667
4514,Bendigo Advertiser,11444,there are now 27 active covid19 cases in central victoria,-0.066666667
5876,Frank Sulkowski WJCL,11415,breaking just spoke with liberty county public school officials all sports and extracurricular activities are bei,0
5185,Annie E. Clark,11398,so yet again our remedies might be harmful i am not a scientist but will listen to fact based not to be confuse,0
22,Viet Nam Government Portal,11394,danang covid19 patient s health gets worse quickly prompting doctors to use ecmo amp filter blood,-0.033333333
3186,🚶🏻Curtis S. Chin,11372,reuters northkorea declares emergency in border town as 1st suspected covid19 case reported town of,0
2365,European GNSS Agency,11350,the gsa funded projectariadna survey aims to understand how galileo amp copernicus can play a key role in the moder,0
9030,DA MAN Magazine,11348,it s taught me both positive and negative things about people said tomellis17 when we asked him on what the,-0.036363636
5283,NCA,11345,yesterday s academicminute podcast featured ssu 1961 comm prof gina baleria discussing digital literacy and remot,0
8113,WOSU News,11332,in the last 24 hours ohio has reported 944 new covid19 cases under 1 000 cases for the second straight day,0.084090909
7585,Live 95.5,11319,if brookefox can do it you can do it too staysafe maskon covid covidtesting coronavirus covid19 covid 19,0
3950,PM&C,11296,transcript scottmorrisonmp press conference sydney nsw covid19 coronavirusaustralia,0
5169,WWF-Philippines,11251,our activities are destabilizing our climate and destroying nature at a rate much faster than it can replenish itse,0
9033,SD County Ofc of Ed,11196,tonight the capublichealth released guidance on the waiver application process for reopening in person learning in,0
